record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,spc_field,ec_field,ph_field,turbidity_field,ec_lab,ph_lab,tn_mg_l,tp_mg_l,cl_mg_l,hco3_mg_l,so4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l
201111300000_SW02_HoarseLane_AS13,25,3,30/11/2011 0:00,2,3,,,,,,,964,,,,111.49,,13.52,42.32,26.82,92.55,6.87
201111300000_SW02_HoarseLane_AS14,25,3,30/11/2011 0:00,2,3,,,,,,,950,,,,135.6,,16.87,42.54,27.19,94.6,6.8
201111300000_SW02_HoarseLane_AS15,25,3,30/11/2011 0:00,2,3,,,,,,,952,,,,198.35,,23.2,42.09,27.72,96.25,6.54
201111300000_SW02_HoarseLane_AS16,25,3,30/11/2011 0:00,2,3,,,,,,,951,,,,99.59,,12.15,42.05,28.32,98.34,6.37
201111300000_SW02_HoarseLane_AS17,25,3,30/11/2011 0:00,2,3,,,,,,,978,,,,126.15,,15.59,42.53,29.01,99.38,6.15
201111300000_SW02_HoarseLane_AS18,25,3,30/11/2011 0:00,2,3,,,,,,,1084,,,,124.89,,15.37,45.2,32.38,110.67,5.43
201111300000_SW02_HoarseLane_AS19,25,3,30/11/2011 0:00,2,3,,,,,,,1117,,,,128.71,,15.57,47.58,34.72,117.24,5.46
201111300000_SW02_HoarseLane_AS20,25,3,30/11/2011 0:00,2,3,,,,,,,1107,,,,160.82,,19.06,46.04,33.73,114.02,5.25
201111300000_SW02_HoarseLane_AS21,25,3,30/11/2011 0:00,2,3,,,,,,,1034,,,,145.96,,16.51,44.72,29.49,101.32,6.75
201111300000_SW02_HoarseLane_AS22,25,3,30/11/2011 0:00,2,3,,,,,,,1184,,,,176,,18.2,51.23,29.69,118.61,6.03
201111300000_SW02_HoarseLane_AS23,25,3,30/11/2011 0:00,2,3,,,,,,,1142,,,,157.85,,15.97,49.9,30.87,116.42,5.29
201111300000_SW02_HoarseLane_AS24,25,3,30/11/2011 0:00,2,3,,,,,,,1164,,,,187.85,,19.95,51.33,33.38,119.6,4.91
201202180000_SW02_HoarseLane_AS1,25,3,18/02/2012 0:00,2,3,,,,,,,1158,,,,143.17,,17.06,50.02,34.02,117.02,5.73
201202180000_SW02_HoarseLane_AS2,25,3,18/02/2012 0:00,2,3,,,,,,,1102,,,,244.09,,27.66,42.02,27.29,111.53,8.01
201202180000_SW02_HoarseLane_AS3,25,3,18/02/2012 0:00,2,3,,,,,,,686,,,,83.49,,10.5,34.51,20.42,55.27,7.28
201202180000_SW02_HoarseLane_AS4,25,3,18/02/2012 0:00,2,3,,,,,,,619,,,,69.21,,9.33,32.84,19.11,45.17,7.1
201202180000_SW02_HoarseLane_AS5,25,3,18/02/2012 0:00,2,3,,,,,,,610,,,,72.27,,8.57,50.46,37.01,122.05,4.19
201202180000_SW02_HoarseLane_AS6,25,3,18/02/2012 0:00,2,3,,,,,,,599,,,,79.61,,9.35,29.45,17.4,49.61,7.26
201202180000_SW02_HoarseLane_AS7,25,3,18/02/2012 0:00,2,3,,,,,,,626,,,,80.33,,9.11,28.42,17.55,54.13,7.27
201202180000_SW02_HoarseLane_AS8,25,3,18/02/2012 0:00,2,3,,,,,,,661,,,,77.19,,9,29.73,18.59,60.22,7.17
201202180000_SW02_HoarseLane_AS9,25,3,18/02/2012 0:00,2,3,,,,,,,688,,,,89.02,,10.1,29.96,19.34,64.55,6.86
201202180000_SW02_HoarseLane_AS10,25,3,18/02/2012 0:00,2,3,,,,,,,711,,,,83.34,,9.45,31.13,20.08,69.05,6.66
201202180000_SW02_HoarseLane_AS11,25,3,18/02/2012 0:00,2,3,,,,,,,727,,,,93.71,,10.8,31.66,20.66,71.16,6.4
201202180000_SW02_HoarseLane_AS12,25,3,18/02/2012 0:00,2,3,,,,,,,755,,,,91.27,,10.7,32.36,21.31,74.54,6.21
201202180000_SW02_HoarseLane_AS13,25,3,18/02/2012 0:00,2,3,,,,,,,788,,,,52.49,,6.39,33.18,21.81,75.76,5.96
201202180000_SW02_HoarseLane_AS14,25,3,18/02/2012 0:00,2,3,,,,,,,795,,,,99.55,,11.33,33.88,22.72,80.64,5.75
201202180000_SW02_HoarseLane_AS15,25,3,18/02/2012 0:00,2,3,,,,,,,830,,,,100.78,,11.35,34.6,23.46,83.93,5.65
201202180000_SW02_HoarseLane_AS16,25,3,18/02/2012 0:00,2,3,,,,,,,875,,,,104.44,,11.97,36.19,24.76,86.48,5.93
201202180000_SW02_HoarseLane_AS17,25,3,18/02/2012 0:00,2,3,,,,,,,882,,,,97.58,,10.97,37.55,25.95,90.37,5.41
201202180000_SW02_HoarseLane_AS18,25,3,18/02/2012 0:00,2,3,,,,,,,1027,,,,124.37,,13.17,42.22,30.71,106.15,5.02
201202180000_SW02_HoarseLane_AS19,25,3,18/02/2012 0:00,2,3,,,,,,,1118,,,,117.45,,12.48,45.19,33.6,114.19,4.74
201202180000_SW02_HoarseLane_AS20,25,3,18/02/2012 0:00,2,3,,,,,,,1162,,,,122.91,,12.73,47.46,35.39,119.72,4.27
201202180000_SW02_HoarseLane_AS21,25,3,18/02/2012 0:00,2,3,,,,,,,1190,,,,156.77,,16.11,50.5,38.02,154.89,4.14
201202180000_SW02_HoarseLane_AS22,25,3,18/02/2012 0:00,2,3,,,,,,,1186,,,,147.52,,15.89,51.8,39.12,158.75,3.82
201202180000_SW02_HoarseLane_AS23,25,3,18/02/2012 0:00,2,3,,,,,,,1229,,,,144.48,,14.61,50.93,39.51,166.88,3.41
201202180000_SW02_HoarseLane_AS24,25,3,18/02/2012 0:00,2,3,,,,,,,1260,,,,156.08,,15.63,51.35,39.86,169.36,3.26
201202291602_SW01_Coolac_AS1,24,3,29/02/2012 16:02,2,3,,,,,,,1076,,,,241.67,,50.48,91.56,53.84,68.88,7.84
201202291732_SW01_Coolac_AS2,24,3,29/02/2012 17:32,2,3,,,,,,,541,,,,95.92,,20.57,50.29,26.45,15.72,7.36
201202291902_SW01_Coolac_AS3,24,3,29/02/2012 19:02,2,3,,,,,,,312,,,,75.06,,15.14,29.11,14.21,5.94,5.82
201202292202_SW01_Coolac_AS5,24,3,29/02/2012 22:02,2,3,,,,,,,261,,,,67.57,,10.92,25.42,11.62,4.22,5.32
201202292332_SW01_Coolac_AS6,24,3,29/02/2012 23:32,2,3,,,,,,,312,,,,64.09,,10.8,31.56,14.08,5.42,5.71
201203071030_SW01_Coolac,24,2,7/03/2012 10:30,2,3,19.5,,464,,7.45,,,,,,103.02,,98.98,,,,
201203071100_SW02_HoarseLane,25,2,7/03/2012 11:00,2,3,19.7,,942,,8.09,,,,,,127.19,,97.1,,,,
201203071310_SW05_Cunjegong,28,2,7/03/2012 13:10,2,3,19,,509,,7.52,,,,,,127.93,,93.25,,,,
201203071400_SW04_Berthong,27,2,7/03/2012 14:00,2,3,19.6,,571,,7.57,,,,,,117.57,,105.42,,,,
201203071410_SW12_DinyahMixingFresh,35,2,7/03/2012 14:10,2,3,19,,308,,7.24,,,,,,81.41,,94.18,,,,
201203201445_SW01_Coolac,24,2,20/03/2012 14:45,2,3,20.4,,1483,,8.8,,,,,,272.26,,127.81,,,,
201203201500_SW02_HoarseLane,25,2,20/03/2012 15:00,2,3,24,,1336,,8.57,,,,,,169.29,,99.56,,,,
201203201745_SW08_SheepStation,31,2,20/03/2012 17:45,2,3,21.7,,2700,,8,,,,,,652.47,,110.79,,,,
201203210820_SW05_Cunjegong,28,2,21/03/2012 8:20,2,3,17.2,,1310,,7.65,,,,,,654.85,,111.69,,,,
201203211100_SW04_Berthong,27,2,21/03/2012 11:00,2,3,19.5,,863,,7.81,,,,,,654.41,,110.9,,,,
201203211110_SW12_DinyahMixingFresh,35,2,21/03/2012 11:10,2,3,19.8,,419,,7.81,,,,,,656.24,,111.09,,,,
201204211300_SW01_Coolac,24,2,21/04/2012 13:00,2,3,,,,,,,,,,,345.8,,59.67,,,,
201204211530_SW02_HoarseLane,25,2,21/04/2012 15:30,2,3,,,,,,,,,,,132.71,,13.98,,,,
201204211630_SW05_Cunjegong,28,2,21/04/2012 16:30,2,3,,,,,,,,,,,397.96,,21.66,,,,
201204220930_SW04_Berthong,27,2,22/04/2012 9:30,2,3,,,,,,,,,,,290.07,,60.53,,,,
201204220940_SW11_Glenarchy,34,2,22/04/2012 9:40,2,3,,,,,,,,,,,74.61,,17.86,,,,
201204220940_SW12_DinyahMixingFresh,35,2,22/04/2012 9:40,2,3,,,,,,,,,,,739.72,,148.07,,,,
201205221300_SW01_Coolac,24,2,22/05/2012 13:00,2,3,,,,,,,,,,,337.17,,62,,,,
201205221500_SW02_HoarseLane,25,2,22/05/2012 15:00,2,3,,,,,,,,,,,133.3,,15.05,,,,
201205221700_SW05_Cunjegong,28,2,22/05/2012 17:00,2,3,,,,,,,,,,,438.4,,22.83,,,,
201205300000_SW02_HoarseLane_AS1,25,3,30/05/2012 0:00,2,3,,,,,,,1265,,,,138.31,,17.34,56.29,34.6,179.37,3.91
201205300000_SW02_HoarseLane_AS2,25,3,30/05/2012 0:00,2,3,,,,,,,1408,,,,176.07,,20.13,55.88,33.53,180.49,3.85
201205300000_SW02_HoarseLane_AS3,25,3,30/05/2012 0:00,2,3,,,,,,,1380,,,,176.16,,20.87,55.5,33.36,182.99,3.83
201205300000_SW02_HoarseLane_AS4,25,3,30/05/2012 0:00,2,3,,,,,,,1403,,,,191.98,,22.31,53.48,32.3,177.11,3.75
201205300000_SW02_HoarseLane_AS5,25,3,30/05/2012 0:00,2,3,,,,,,,1317,,,,180.18,,20.22,52.81,32.77,163.15,7.14
201205300000_SW02_HoarseLane_AS6,25,3,30/05/2012 0:00,2,3,,,,,,,1398,,,,164.07,,19.08,58.55,34.43,160.2,3.62
201205300000_SW02_HoarseLane_AS7,25,3,30/05/2012 0:00,2,3,,,,,,,1281,,,,168.25,,18.36,57.69,34.91,159.67,3.53
201205300000_SW02_HoarseLane_AS8,25,3,30/05/2012 0:00,2,3,,,,,,,1276,,,,174.56,,18.65,56.72,34.81,160.29,3.46
201205300000_SW02_HoarseLane_AS9,25,3,30/05/2012 0:00,2,3,,,,,,,1280,,,,157.28,,17.82,55.88,35.26,161,3.38
201205300000_SW02_HoarseLane_AS10,25,3,30/05/2012 0:00,2,3,,,,,,,1248,,,,159.1,,17.73,51.39,36.24,159.27,2.53
201205300000_SW02_HoarseLane_AS11,25,3,30/05/2012 0:00,2,3,,,,,,,1213,,,,137.66,,15.79,47.14,34.23,116.39,3.34
201205301230_SW01_Coolac,24,2,30/05/2012 12:30,2,3,,,,,,,,,,,369.9,,82.96,,,,
201205301330_SW05_Cunjegong,28,2,30/05/2012 13:30,2,3,,,,,,,,,,,460.14,,23.18,,,,
201205301545_SW02_HoarseLane,25,2,30/05/2012 15:45,2,3,,,,,,,,,,,137.99,,15.93,,,,
201207100000_SW01_Coolac,24,2,10/07/2012 0:00,2,3,,,,,,,1940,7.79,,,511.99,,94.99,178.17,95.72,101.06,6.06
201207100000_SW02_HoarseLane,25,2,10/07/2012 0:00,2,3,,,,,,,1326,8.11,,,194.84,,20.74,58.03,38.68,182.03,1.38
201207100000_SW05_Cunjegong,28,2,10/07/2012 0:00,2,3,,,,,,,1860,7.48,,,656.93,,30.55,247.49,68.32,55.02,5.96
201207100000_SW07_RomaniEntry,30,2,10/07/2012 0:00,2,3,,,,,,,1193,7.61,,,574.64,,36.95,136.28,43.13,34.52,4.67
201207100000_SW08_SheepStation,31,2,10/07/2012 0:00,2,3,,,,,,,4790,7.51,,,3126.99,,117.35,574.67,296.78,159.86,12.84
201207100000_SW09_Bongongolong,32,2,10/07/2012 0:00,2,3,,,,,,,861,7.3,,,180.91,,50.32,101.5,23.47,43.8,2.82
201207100000_SW13_Wambidgee,36,2,10/07/2012 0:00,2,3,,,,,,,2120,7.68,,,619.83,,142.83,220.76,115.97,91.32,7.48
201207100000_SW15_MuttamaCreek,38,2,10/07/2012 0:00,2,3,,,,,,,2210,7.71,,,832.22,,211.54,226.43,118.6,92.09,7.45
201207100000_SW18_Tarkarella,41,2,10/07/2012 0:00,2,3,,,,,,,1151,7.46,,,177.57,,67.65,131.62,47.66,44.74,4.32
201207100000_SW22_ArmoursLane,45,2,10/07/2012 0:00,2,3,,,,,,,1920,7.74,,,453,,85.76,184.22,97.68,97.64,6.23
201207100000_SW26_ReefCreek,49,2,10/07/2012 0:00,2,3,,,,,,,1593,7.89,,,602.64,,80.02,113.4,100,91.2,3.99
201207100000_SW28_CullingaCreekEast,51,2,10/07/2012 0:00,2,3,,,,,,,1729,7.8,,,684.83,,97.74,122.97,109.63,101.31,4.92
201207100000_SW29_CullingaCreekMain,52,2,10/07/2012 0:00,2,3,,,,,,,1657,8.05,,,505.11,,70.53,127.82,82.9,101.63,4.6
201207100000_SW30_AthloneNorth,53,2,10/07/2012 0:00,2,3,,,,,,,1783,7.38,,,973.17,,32.57,137.65,130.6,60.47,16.68
201207100000_SW31_AthloneSouth,54,2,10/07/2012 0:00,2,3,,,,,,,2790,7.51,,,1195.75,,66.61,371.37,122.26,80.88,12.7
201207101645_SW16_BrawlinRoadCreek,39,2,10/07/2012 16:45,2,3,,,,,,,2190,7.58,,,291.27,,123.49,227.61,136.57,95.38,10.25
201207102309_SW02_HoarseLane_AS1,25,3,10/07/2012 23:09,2,3,,,,,,,1.051,,,,160.35,,19.79,44.79,31.39,109.64,4.16
201207102344_SW02_HoarseLane_AS2,25,3,10/07/2012 23:44,2,3,,,,,,,997,,,,156.76,,18.92,37.12,24.52,95.48,4.17
201207110000_SW03_Cootamundry,26,2,11/07/2012 0:00,2,3,,,,,,,2140,7.39,,,1402.66,,110.64,285.38,87.64,58.88,12.38
201207110000_SW04_Berthong,27,2,11/07/2012 0:00,2,3,,,,,,,1436,7.52,,,666.56,,88.2,175.99,47.97,41.41,13.2
201207110000_SW11_Glenarchy,34,2,11/07/2012 0:00,2,3,,,,,,,774,7.22,,,354,,35.68,67.64,29.64,15.05,12.51
201207110000_SW12_DinyahMixingFresh,35,2,11/07/2012 0:00,2,3,,,,,,,3760,7.71,,,1898.93,,355.53,566.81,108.79,140.26,12.68
201207110000_SW35_BradmanOval,58,2,11/07/2012 0:00,2,3,,,,,,,1588,7.43,,,630.37,,128.52,141.5,83.75,62.92,18.2
201207110000_SW36_NashsLane,59,2,11/07/2012 0:00,2,3,,,,,,,1374,7.6,,,486.28,,113.44,118.88,77.62,58.32,10.82
201207110101_SW05_Cunjegong_AS1,28,3,11/07/2012 1:01,2,3,,,,,,,1345,,,,415.3,,23.74,167.11,67.74,32.45,7.5
201207110144_SW02_HoarseLane_AS3,25,3,11/07/2012 1:44,2,3,,,,,,,834,,,,129.94,,17.74,41.25,24.66,94.65,3.93
201207110236_SW05_Cunjegong_AS2,28,3,11/07/2012 2:36,2,3,,,,,,,1330,,,,574.05,,32.04,163.87,66.04,31.07,7.63
201207110249_SW02_HoarseLane_AS4,25,3,11/07/2012 2:49,2,3,,,,,,,847,,,,125.37,,15.26,39.68,23.65,90.13,3.75
201207110251_SW05_Cunjegong_AS3,28,3,11/07/2012 2:51,2,3,,,,,,,141,,,,463.83,,24.19,173.54,70.95,34.35,7.56
201207110304_SW02_HoarseLane_AS5,25,3,11/07/2012 3:04,2,3,,,,,,,821,,,,101.73,,12.46,43.3,25.42,95.84,3.76
201207110311_SW05_Cunjegong_AS4,28,3,11/07/2012 3:11,2,3,,,,,,,1632,,,,669.23,,37.73,199.43,85.36,43.13,7.29
201207110311_SW05_Cunjegong_AS5,28,3,11/07/2012 3:11,2,3,,,,,,,1606,,,,616.54,,35.59,196.67,84.2,42.84,7.3
201207110339_SW02_HoarseLane_AS6,25,3,11/07/2012 3:39,2,3,,,,,,,868,,,,126.31,,14.84,44.44,25.32,93.06,3.78
201207110404_SW02_HoarseLane_AS7,25,3,11/07/2012 4:04,2,3,,,,,,,859,,,,117.19,,14.09,33.72,22.79,72.28,3.57
201207110411_SW05_Cunjegong_AS6,28,3,11/07/2012 4:11,2,3,,,,,,,1652,,,,462.94,,27.8,195.53,88.51,43.3,7.29
201207110634_SW02_HoarseLane_AS8,25,3,11/07/2012 6:34,2,3,,,,,,,688,,,,92.5,,11.99,31.84,21.44,68.17,3.47
201207110639_SW02_HoarseLane_AS9,25,3,11/07/2012 6:39,2,3,,,,,,,674,,,,74.46,,10.3,30.77,20.83,67.91,3.39
201207110711_SW05_Cunjegong_AS7,28,3,11/07/2012 7:11,2,3,,,,,,,1504,,,,579.07,,37.19,178.54,78.62,39.83,7.26
201207110719_SW02_HoarseLane_AS10,25,3,11/07/2012 7:19,2,3,,,,,,,645,,,,61.81,,8.77,47.59,33.26,111.84,3.04
201207110731_SW05_Cunjegong_AS8,28,3,11/07/2012 7:31,2,3,,,,,,,955,,,,327.19,,23.43,110.75,43,20.22,5.5
201207110806_SW05_Cunjegong_AS9,28,3,11/07/2012 8:06,2,3,,,,,,,1036,,,,216.49,,14.64,123.16,50.32,23.43,5.46
201207110821_SW05_Cunjegong_AS10,28,3,11/07/2012 8:21,2,3,,,,,,,1106,,,,404.37,,26.48,129.4,53.91,25.32,5.59
201207110826_SW05_Cunjegong_AS11,28,3,11/07/2012 8:26,2,3,,,,,,,1120,,,,441.49,,28.98,132.07,54.92,25.72,5.7
201207110839_SW05_Cunjegong_AS12,28,3,11/07/2012 8:39,2,3,,,,,,,1.194,,,,563.6,,29.27,154.39,64.51,29.87,6.05
201207110844_SW05_Cunjegong_AS13,28,3,11/07/2012 8:44,2,3,,,,,,,1104,,,,496.11,,31.97,136.61,62,27.62,5.8
201207111827_SW05_Cunjegong_AS14,28,3,11/07/2012 18:27,2,3,,,,,,,1117,,,,349.15,,22.03,142.89,59.5,27.92,5.88
201207120554_SW02_HoarseLane_AS11,25,3,12/07/2012 5:54,2,3,,,,,,,1022,,,,114.57,,14.93,44.88,23.03,8.59,4.65
201207181300_SW01_Coolac,24,2,18/07/2012 13:00,2,3,,,,,,,933,7.3,,,245.4,,39.95,66.69,37.83,33.84,4.43
201207181455_SW02_HoarseLane,25,2,18/07/2012 14:55,2,3,,,,,,,1322,8.29,,,240.8,,24.29,59.21,36.96,172.61,1.86
201207181625_SW05_Cunjegong,28,2,18/07/2012 16:25,2,3,,,,,,,959,7.67,,,153.04,,9.59,131.44,32.13,21.48,4.34
201207190900_SW04_Berthong,27,2,19/07/2012 9:00,2,3,,,,,,,1880,7.74,,,831.94,,174.71,213.8,85.64,67.65,9.5
201207190900_SW12_DinyahMixingFresh,35,2,19/07/2012 9:00,2,3,,,,,,,2960,7.86,,,938.52,,198.72,364.93,130.06,107.07,8.72
201208270653_SW05_Cunjegong_AS1,28,3,27/08/2012 6:53,2,3,,,,,,,1272,,,,279.13,,14.65,153.38,61.69,29.32,5.64
201208270708_SW05_Cunjegong_AS2,28,3,27/08/2012 7:08,2,3,,,,,,,1244,,,,305.9,,17.8,151.34,59.26,28.45,5.69
201208270953_SW05_Cunjegong_AS3,28,3,27/08/2012 9:53,2,3,,,,,,,1262,,,,383.84,,19.67,152.02,59.96,29.13,5.87
201208271038_SW05_Cunjegong_AS4,28,3,27/08/2012 10:38,2,3,,,,,,,1273,,,,329.23,,17.16,153.72,57.75,29.59,5.7
201208271053_SW05_Cunjegong_AS5,28,3,27/08/2012 10:53,2,3,,,,,,,1289,,,,402.5,,23.57,145.59,65.5,29.8,5.13
201208271138_SW05_Cunjegong_AS6,28,3,27/08/2012 11:38,2,3,,,,,,,1084,,,,284.72,,16.78,127.57,53.41,24.21,4.65
201208271235_SW04_Berthong,27,2,27/08/2012 12:35,2,3,,,,,,,1303,7.16,,,281.74,,33.01,140.92,60.78,45.31,8.98
201208271235_SW11_Glenarchy,34,2,27/08/2012 12:35,2,3,,,,,,,225,8.16,,,671.15,,127.08,276.26,103.09,92.25,7.94
201208271235_SW12_DinyahMixingFresh,35,2,27/08/2012 12:35,2,3,,,,,,,770,7.4,,,153.59,,31.66,86.44,39.1,19.97,8.38
201208271253_SW05_Cunjegong_AS7,28,3,27/08/2012 12:53,2,3,,,,,,,957,,,,124.54,,9.12,114.89,44.51,20.62,4.5
201208271338_SW05_Cunjegong_AS8,28,3,27/08/2012 13:38,2,3,,,,,,,956,,,,278.34,,15.76,110.54,42.89,20.34,4.29
201208271423_SW05_Cunjegong_AS9,28,3,27/08/2012 14:23,2,3,,,,,,,984,,,,347.24,,23.18,113.03,49.46,20.1,4.39
201208271453_SW05_Cunjegong_AS10,28,3,27/08/2012 14:53,2,3,,,,,,,916,,,,347.86,,21.38,113.39,42.46,20.41,4.37
201208271600_SW02_HoarseLane,25,2,27/08/2012 16:00,2,3,,,,,,,1197,8.1,,,1707.11,,166.09,57.68,34.26,162.37,2.35
201208281432_SW05_Cunjegong,28,2,28/08/2012 14:32,2,3,,,,,,,733,7.63,,,157.2,,9.98,101.23,23.41,16.2,3.88
201208281520_SW01_Coolac,24,2,28/08/2012 15:20,2,3,,,,,,,721,7.36,,,136.44,,20.94,66.43,29.63,23.99,4.13
201209261701_SW01_Coolac,24,2,26/09/2012 17:01,3,2,,,,,,,1646,7.98,,,322.51,425.81,85.7,159.7,82.53,98,7.9
201209270940_SW02_HoarseLane,25,2,27/09/2012 9:40,3,2,,,,,,,1330,8.28,,,250.56,713.32,14.39,60.45,36.25,136.66,1.71
201209271245_SW09_Bongongolong,32,2,27/09/2012 12:45,3,2,,,,,,,708,7.81,,,130.77,292.85,5.85,60.17,29.99,51.53,4.57
201209271308_SW18_Tarkarella,41,2,27/09/2012 13:08,2,3,,,,,,,658,7.3,,,94.93,,16.11,77.49,13.26,48.7,3.63
201209271321_SW22_ArmoursLane,45,2,27/09/2012 13:21,2,3,16.1,,1693,,7.81,,1696,7.9,,,522.94,,63.21,162.73,85.68,96.66,8.2
201209271400_SW08_SheepStation,31,2,27/09/2012 14:00,2,3,,,,,,,3730,7.51,,,2014.62,,46.05,427.37,219.76,110.34,13.8
201209271404_SW13_Wambidgee,36,2,27/09/2012 14:04,2,3,14.8,,1950,,7.88,,2030,7.69,,,386.18,,136.58,206.43,109.88,96.13,9.9
201209271430_SW26_ReefCreek,49,2,27/09/2012 14:30,2,3,18.5,,1523,,8.08,,1505,7.88,,,332.82,,59.61,116.05,97.36,98.73,4.48
201209271500_SW05_Cunjegong,28,2,27/09/2012 15:00,2,3,,,,,,,1434,7.55,,,339.17,,22.18,197.26,52.82,56.27,7.63
201209271550_SW16_BrawlinRoadCreek,39,2,27/09/2012 15:50,2,3,15.8,,2160,,8.01,,2240,7.79,,,559.64,,139.18,233.46,136.45,102.67,13.89
201209271600_SW29_CullingaCreekMain,52,2,27/09/2012 16:00,2,3,20.4,,1688,,8.64,,1685,8.53,,,684.91,,37.54,143.07,69.48,116.26,3.8
201209271615_SW28_CullingaCreekEast,51,2,27/09/2012 16:15,2,3,21.7,,1877,,8.61,,1738,8.21,,,578.22,,46.68,139.31,112.42,116.51,4.73
201209271635_SW15_MuttamaCreek,38,2,27/09/2012 16:35,3,2,15.6,,1833,,8.36,,1841,7.9,,,355.29,422.35,113.98,197.44,99.28,88.84,9.11
201209271645_SW31_AthloneSouth,54,2,27/09/2012 16:45,2,3,17.5,,2480,,8.22,,2450,7.86,,,639.22,,31.76,339.68,101.4,83.88,11.16
201209271655_SW07_RomaniEntry,30,2,27/09/2012 16:55,2,3,17.2,,683,,8.35,,729,7.7,,,217.29,,11.73,86.1,22.01,25.27,4.96
201209271700_SW33_SECootaNorth,56,2,27/09/2012 17:00,2,3,,,,,,,3540,8.05,,,1590.69,,57.94,321.07,197.24,140.6,17.83
201209271710_SW36_NashsLane,59,2,27/09/2012 17:10,2,3,,,,,,,2320,7.92,,,835.08,,185.29,222.45,141.19,112.81,16.73
201209280900_SW03_Cootamundry,26,2,28/09/2012 9:00,3,2,,,,,,,2100,7.51,,,895.28,232.34,36.86,251.55,84.41,66.94,12.86
201209281000_SW04_Berthong,27,2,28/09/2012 10:00,3,2,,,,,,,1770,7.82,,,670.22,309.36,83.52,199.09,85.62,77.61,12.14
201209281005_SW11_Glenarchy,34,2,28/09/2012 10:05,2,3,,,,,,,3520,7.96,,,1148.5,,136.02,412,149.82,124,14.28
201209281015_SW12_DinyahMixingFresh,35,2,28/09/2012 10:15,2,3,,,,,,,1193,7.59,,,225.59,,69.61,126.16,62.77,48.72,11.33
201310020000_SW01_Coolac,24,2,2/10/2013 0:00,3,3,,,,,,,1240,7.91,0.4,0.1,199.9,351.36,33.91,117.3,52.82,71.61,6.81
201310030000_SW09_Bongongolong,32,2,3/10/2013 0:00,3,3,,92,,593,7.68,15.8,610,7.56,1.4,0.06,74.64,226.92,6.91,56.04,26.4,31.44,5.02
201310030000_SW15_MuttamaCreek,38,2,3/10/2013 0:00,3,3,15.76,,,1960,7.98,7.58,2090,7.67,1.2,0.08,409.96,337.94,124.66,333.71,56.12,96.85,13.42
201310031000_SW01_Coolac,24,2,3/10/2013 10:00,3,2,,,,,,,1240,7.89,0.5,0.1,202.19,375.76,33.77,121.22,45.72,77.38,6.56
201310031150_SW02_HoarseLane,25,2,3/10/2013 11:50,3,2,13.98,40,,1327,8.38,4.3,1370,8.24,1.6,0,156.77,695.4,14.72,56.43,33.01,102.76,2.37
201310040000_SW03_Cootamundry,26,2,4/10/2013 0:00,3,3,13,,,1665,6.72,2.4,1760,7.36,0.4,0,453.53,229.36,53.83,318.22,55.34,46.85,17.79
201312021630_GW03_Coolac,1,1,2/12/2013 16:30,1,1,,,2040,,6.85,,,,,,221.65,791,35.67,117.82,75.1,127.62,0.81
201312030830_GW04_FairviewRoad,2,1,3/12/2013 8:30,1,1,,,1670,,6.59,,,,,,193.05,666,5.24,113.98,129.63,49.42,3.67
201312030945_GW05_FairviewField,3,1,3/12/2013 9:45,1,1,,,5970,,6.67,,,,,,1541.16,632,61.14,727.13,230.58,154.66,2.62
201312031430_GW06_BrawlinRoad,4,1,3/12/2013 14:30,1,1,,,6870,,6.63,,,,,,1987.19,730,5.15,372.8,495.57,221.24,2.48
201312031500_GW07_BrawlinFarFence,5,1,3/12/2013 15:00,1,1,,,13510,,6.72,,,,,,4571.27,842,1099.55,1992.85,570.3,499.57,6.96
201312040830_GW08_WavehillAnimallHospital,6,1,4/12/2013 8:30,1,1,,,2670,,6.65,,,,,,377.74,722,78.65,197.46,170.25,125.53,1.71
201312041000_GW09_WavehillWindmill,7,1,4/12/2013 10:00,1,1,,,1630,,7.03,,,,,,151.76,569,41.56,182.16,64.28,43.95,1.38
201312041500_GW10_GlenarchyMiddleArtesian,8,1,4/12/2013 15:00,1,1,,,3370,,6.53,,,,,,597.32,637,132.66,398.15,99.18,118.41,1.21
201312041615_GW11_GlenarchyCreekShallow,9,1,4/12/2013 16:15,1,1,,,2950,,6.58,,,,,,428.42,647,148.35,315.92,106.77,101.66,2.62
201312041700_GW12_GlenarchyFarField,10,1,4/12/2013 17:00,1,1,,,4660,,6.5,,,,,,914.73,761,204.37,666.32,126.95,146.4,1.94
201401291045_GW08_WavehillAnimallHospital,6,1,29/01/2014 10:45,1,1,18.7,,2520,,7.08,,,,,,423.73,705,96.02,186.06,170.89,127.93,1.86
201401291130_GW09_WavehillWindmill,7,1,29/01/2014 11:30,1,1,20.1,,1528,,7.48,,,,,,161.74,549,39.41,156.31,46.76,32.94,1.84
201401291220_GW05_FairviewField,3,1,29/01/2014 12:20,1,1,21.5,,5230,,6.94,,,,,,1501.2,590,65.63,741.93,258.43,172.68,2.55
201401291240_GW04_FairviewRoad,2,1,29/01/2014 12:40,1,1,18.7,,2720,,6.81,,,,,,336.86,549,17.98,138.26,154.51,66.2,7.54
201401291430_GW07_BrawlinFarFence,5,1,29/01/2014 14:30,1,1,30.8,,13670,,7.07,,,,,,4577.48,925,1162.2,1906.41,506.8,473.78,6.75
