record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,spc_field,ec_field,ph_field,turbidity_field,ec_lab,ph_lab,tn_mg_l,tp_mg_l,cl_mg_l,hco3_mg_l,so4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l
202103131714_SW03_Cootamundry,26,2,13/03/2021 17:14,3,,21.75,66.2,1333.9,1251.4,7.27,7.32,,,0.3,0.06,308,183,33,157,64,34,11
202103141018_SW04_Berthong,27,2,14/03/2021 10:18,3,,18.76,10.4,1055.8,930.3,7.13,,,,4.9,1.53,190,209.84,2,96,55,28,32
202203050000_SW01_Coolac,24,2,5/03/2022 0:00,3,1,24.053,65.2,2130.7,2092.3,7.66,7.35,,,1.2,0.27,414,615.48,36,174,101,118,9
202203051140_SW02_HoarseLane,25,2,5/03/2022 11:40,3,,23.844,93.9,1331.3,1302,8.06,11.85,,,3.5,0.37,138,652.7,19,55,41,123,2
202203051340_SW09_Bongongolong,32,2,5/03/2022 13:40,3,,25.415,74.8,888.3,895.3,7.45,11.62,,,1.3,0.19,112,326.96,8,64,40,42,4
202203051427_SW13_Wambidgee,36,2,5/03/2022 14:27,3,1,22.785,46.8,2577.5,2468.8,7.32,1.87,,,1.3,0.36,557,662.46,71,242,141,106,11
202203051449_SW26_ReefCreek,49,2,5/03/2022 14:49,3,1,21.494,96.3,1625.7,1517.2,7.21,3.86,,,1,0.04,313,425.78,71,121,87,78,4
202203051501_SW15_MuttamaCreek,38,2,5/03/2022 15:01,3,,21.761,17.1,2573.8,2415,7.25,4.7,,,0.8,0.58,556,639.28,82,250,141,107,10
202203051523_SW17_Cunjegong,28,2,5/03/2022 15:23,3,1,21.79,64.7,2107,1978.2,6.94,20.95,,,1.2,0.1,566,252.54,11,255,78,54,10
202203051555_SW16_BrawlinRdCreek,39,2,5/03/2022 15:55,3,,21.7,46.6,2173.2,2315.9,7.34,10.89,,,1.3,0.51,493,550.22,210,235,144,101,13
202203051608_SW03_Cootamundry,26,2,5/03/2022 16:08,3,1,20.9,50.7,1368.1,1263.2,6.98,9.97,,,1.1,0.1,321,228.14,12,149,54,31,12
202203051626_SW04_Berthong,27,2,5/03/2022 16:26,3,1,22.969,97.9,2106.6,2025.2,8,5.14,,,2,0.15,470,436.76,76,242,76,80,15
202203051646_SW06_Jindalee,29,2,5/03/2022 16:46,3,1,20.195,77.1,2042.5,1955.6,7.6,17.2,,,,,397,581.94,88,120,148,106,7
202209251417_GW03_Coolac,1,1,25/09/2022 15:30,3,3,17.9,21.76,1972,,7.67,90,,,3.9,0.39,315,567.3,0.5,150,22,126,6
202209251417_SW01_Coolac,24,2,25/09/2022 14:17,3,3,15.8,84,685,,7.4,42.7,,,1.9,0.17,88,118.34,16,46,25,20,4
202209251530_SW09_Bongongalong,32,2,26/09/2022 9:23,3,3,14.7,92.3,410,,7.4,16.9,,,1.7,0.06,33,82.96,0.5,23,12,11,2
202209261100_SW02_HoarseLane,25,2,26/09/2022 11:00,3,3,16.6,95.3,1027,,8,40,,,2,0.1,82,381.86,14,38,30,74,4
202209261230_SW13_Wambidgee,36,2,26/09/2022 12:30,3,3,14.4,77.9,1026,,7.65,28.66,,,1.7,0.13,162,169.58,37,77,45,30,4
202209261300_SW19_Cootamundry,42,2,26/09/2022 15:30,3,3,16,115.3,1249,,8,17.89,,,1.3,0.09,248,140.3,28,124,47,27,7
202209261300_SW26_ReefCreek,49,2,26/09/2022 13:00,3,3,17.33,129.5,867.8,,8.87,2.53,,,0.7,0.03,105,212.28,21,61,38,31,3
202209261300_SW26_SECootaNorth,56,2,26/09/2022 13:00,3,3,18.3,106.1,4271,,7,0.93,,,0.7,0.07,982,457.5,98,336,250,159,16
202209261300_SW29_CullingaCreekMain,52,2,26/09/2022 16:30,3,3,18.19,106.6,1370,,8.6,12.67,,,1.1,0.06,250,334.28,50,102,75,71,4
202209261325_SW08_SheepStation,31,2,26/09/2022 13:25,3,3,17,97.4,1464,,7.5,11.2,,,1.6,0.07,312,152.5,22,130,67,33,5
202209261400_SW05_Cunjegong,28,2,26/09/2022 14:00,3,3,15.75,93.9,779,,7.4,16.31,,,1.8,0.08,128,102.48,11,70,24,16,4
202209261450_SW16_BrawlinRoadCreek,39,2,26/09/2022 14:50,3,3,15.6,88.8,1657,,7.64,12.72,,,1.3,0.12,285,248.88,99,130,87,52,8
202209270900_SW04_Berthing,27,2,27/09/2022 9:00,3,3,14.4,79.4,1862,,7.95,8.94,,,1.6,0.09,204,234.24,70,106,66,40,7
202209271000_SW60_GlenarchySth,37,2,27/09/2022 10:00,3,3,14.4,79.4,1339,,7.58,8.94,,,1.1,0.08,308,369.66,88,171,88,62,5
202209271010_SW12_DinyahMixingFresh,35,2,27/09/2022 10:10,3,3,14.6,81.1,750,,7.4,10.65,,,1.7,0.08,96,114.68,35,47,36,17,7
202209271100_SW06_Jindalee,29,2,27/09/2022 11:00,3,3,14.5,93.4,1954,,7.9,3.52,,,1,0.05,312,436.76,90,114,130,82,6
202309251430_SW03_Coolac,24,2,25/09/2023 14:30,3,3,18.9,,2248,,8.2,,2000,,0.07,0.9,440,500.2,120,176,107,105,6
202309260930_SW02_HoarseLane,25,2,26/09/2023 9:30,3,3,15.8,,1262,,8.24,,1320,,0.02,2.5,181,627.08,20,71,41,138,2
202309261000_SW09_Bongongalong,32,2,26/09/2023 10:00,3,3,18,,1322,,7.7,,1140,,0.14,1.6,188,448.96,15,82,54,72,4
202309261315_SW13_Wambidgee Rd,36,2,26/09/2023 13:15,3,3,17.6,,2496,,7.75,,2270,,0.11,0.6,479,490.44,137,220,135,103,6
202309261330_SW26_Reef Creek,49,2,26/09/2023 13:30,3,3,18.7,,1690,,7.5,,2370,,0.03,0.3,477,436.76,269,224,146,99,7
202309261345_SW15_Muttama,38,2,26/09/2023 13:45,3,3,17.8,,2534,,8,,2310,,0.15,1.3,482,483.12,152,204,126,98,6
202309261400_SW08_Sheepstation,31,2,26/09/2023 14:00,3,3,19.1,,4200,,7.5,,4000,,0.61,5.5,990,507.52,82,387,259,105,10
202309261430_SW29_Cullinga,52,2,26/09/2023 14:30,3,3,24.6,,2348,,8.14,,2070,,0.16,2.9,483,495.32,101,163,115,124,4
202309261445_SW03_Cootamundry,26,2,26/09/2023 14:45,3,3,18.4,,2200,,7.86,,1990,,0.05,0.9,536,173.24,55,239,90,50,10
202309261515_SW16_Brawlins Rd,39,2,26/09/2023 15:15,3,3,17.6,,2552,,8.2,,1700,,0.18,1.4,406,378.2,69,130,103,84,4
202309261600_SW04_Berthong,27,2,26/09/2023 16:00,3,3,21.7,,2852,,8.1,,2570,,0.07,1.6,562,474.58,196,312,123,102,7
202309261600_SW12_Bullora,35,2,26/09/2023 16:00,3,3,18.9,,1956,,7.9,,1710,,0.02,0.8,388,198.86,229,172,108,54,9
202309261600_SW17_Cunjegong,40,2,26/09/2023 16:00,3,3,19.1,,1945,,7.6,,1790,,0.03,0.8,488,234.24,22,202,63,44,6
202309270000_SW37_GlenarchySth,60,2,27/09/2023 9:30,3,3,25.4,,297,,8.22,,2690,,0.12,1.4,580,513.62,172,330,116,108,6
202309271345_SW06_Jindalee,29,2,27/09/2023 13:45,3,3,,,,,,,1670,,0.02,0.9,314,534.36,84,102,133,88,2
202403020000_GW14_DinyahShallow,12,1,2/03/2024 0:00,3,2,17.7,4.8,17799,,6.5,0.57,,,,,,,,,,,
202403020000_GW15_DinyahDeep_Berhong,13,1,2/03/2024 0:00,3,2,18.1,49,5014,,6.98,0.15,,,,,,,,,,,
202403020000_SW01_Coolac,24,2,2/03/2024 0:00,3,2,23,,1970,2050,7.81,13.17,,,,,486,461,88,195,112,129,10
202403020000_SW02_HoarseLane,25,2,2/03/2024 0:00,3,2,22.6,115.2,,,8.19,13.17,,,,,135,471,19,58,38,122,2
202403020000_SW03_Cootamundry,26,2,2/03/2024 0:00,3,2,18.7,65,1723,,7.53,,,,,,400,182,53,197,67,36,10
202403020000_SW04_Berthong,27,2,2/03/2024 0:00,3,2,21.3,,,3520,8.51,17,,,,,816,221,388,385,175,125,18
202403020000_SW09_Bongongalong,32,2,2/03/2024 0:00,3,1,26,102.1,1040,,7.82,10,,,,,145,293,10,74,52,51,5
202403020000_SW13_WambidgeeRd,36,2,2/03/2024 0:00,3,1,24.9,69,2497,,7.71,2.13,,,,,462,437,75,223,133,98,10
202403020000_SW15_MuttamaCreek,38,2,2/03/2024 0:00,3,2,24,35,2412,,7.61,8,,,,,463,428,81,204,125,92,8
202403020000_SW16_BrawlinsRd,39,2,2/03/2024 0:00,3,2,,60,2000,,7.7,,,,,,370,318,174,188,109,76,10
202403020000_SW29_CullingaCreek,52,2,2/03/2024 0:00,3,2,24.7,99.2,2272,,8.2,13,,,,,451,432,90,161,101,126,6
202409300000_SW02_Hoares lane,25,2,30/09/2024 10:22,3,2,14.6,95,,1308,8.17,10.7,,,,,418,393,86,172,64,110,5
202409300000_SW03_Cootamundry,26,2,30/09/2024 15:51,3,1,15.9,96.6,2247,,7.48,10,,,,,632,137,54,251,113,62,11
202409300000_SW04_Berthong,27,2,30/09/2024 16:33,3,1,21,220.2,4314,,8.03,5.2,,,,,,,,,,,
202409300000_SW08_bongalong,31,2,30/09/2024 14:36,3,1,15.7,90.4,5412,,7.52,2.2,,,,,,,,,,,
202409300000_SW09_bongongolong,32,2,30/09/2024 14:39,3,1,18.9,102,1223,,7.82,8.7,,,,,,,,,,,
202409300000_SW13_Wambidgeerd,36,2,30/09/2024 14:11,3,1,17.8,104.1,2412,2418,7.85,2.5,,,,,,,,,,,
202409300000_SW15_Muttama,38,2,30/09/2024 14:52,3,1,16.1,101,2482,,7.95,7.88,,,,,,,,,,,
202409300000_SW16_Brawlinrd,39,2,30/09/2024 15:27,3,1,16.2,82.2,2049,,7.73,51.6,,,,,,,,,,,
202409300000_SW29_Cullinga,52,2,30/09/2024 15:09,3,1,22.4,173,2037,,8.2,6.53,,,,,,,,,,,
202410010000_SW06_Jindalee,29,2,1/10/2024 10:23,3,1,12.1,98.6,1759,,8.01,2.82,,,,,,,,,,,
202410010000_SW12_Bullora,35,2,1/10/2024 11:03,3,1,13.8,104.7,5130,,7.88,12.33,,,,,,,,,,,
202410010000_SW37_glenarchysth,60,2,1/10/2024 10:55,3,1,10.1,61.1,6046,,7.76,22.66,,,,,,,,,,,
202429090000_SW21_CoolacMingay,1,2,29/09/2024 15:00,3,2,18.4,130.1,2038,,7.89,18,,,,,,,,,,,
