record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,do_mg_l_field,spc_field,ec_field,ph_field,orp_field,turbidity_field,cl_field,no3_field,nh4_field,nh3_field,notes_field,field_data_complete,ec_lab,ph_lab,turbidity_lab,tn_mg_l,tp_mg_l,notes_lab,lab_data_complete,q_coolac_ml_day,q_berthong_ml_day,q_jindalee_ml_day,q_coolac_temp,q_coolac_spc,q_coolac_ec,flow_data_complete,cl_mg_l,no2_mg_l,no3_mg_l,br_mg_l,hco3_mg_l,so4_mg_l,po4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l,s_mg_l,major_ions_complete,tds_mg_l,p_mg_l,al_mg_l,fe_mg_l,si_mg_l,ic_mg_l,other_ion_and_salt_data_complete,cl_meq_l,no3_meq_l,hco3_meq_l,so4_meq_l,na_meq_l,ca_meq_l,mg_meq_l,k_meq_l,anion_sum,cation_sum,ion_balance,ionic_balance_check,ion_balance_complete
201611221830_GW04_FairviewRoad,2,1,22/11/2016 18:30,1,1,15.3,8.1,0.73,4301,3508,6.82,,,,,,,,0,,,,,,,0,,,,,,,0,1354.69,,1.78,3.38,517,64.67,0,245.97,336.76,180.3,6.51,23.86,0,,,,,,,0,38.21,0.03,8.47,1.35,10.7,16.81,14.84,0.17,48.1,42.52,-6,,0
201611230820_SW06_Jindalee,29,2,23/11/2016 8:20,1,1,17.7,86.1,7.74,1986,1703,8.13,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,493,,,120.28,162.42,103.58,5.64,24.54,0,,,,,,,0,,,8.08,,5.23,8.11,8.52,0.14,8.08,22,46,,0
201611230900_GW17_DaiseyvaleShallow,15,1,23/11/2016 9:00,1,1,14.5,3.3,0.3,2621,2095,7.07,,,,,,,,0,,,,,,,0,,,,,,,0,425.57,,0.22,1.14,603,143.79,0,218.61,197.24,106.87,4.55,57.16,0,,,,,,,0,12,0,9.88,2.99,9.51,9.84,8.79,0.12,24.87,28.26,6,,0
201611230930_GW15_DinyahDeepBerthong,13,1,23/11/2016 9:30,1,1,16.2,8.9,0.8,5127,4261,6.78,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,608,,,443.21,431.24,242.28,4.05,301.33,0,,,,,,,0,,,9.96,,19.28,21.52,19.94,0.08,9.96,60.84,72,,0
201611231015_GW14_DinyahShallowBerthong,12,1,23/11/2016 10:15,1,1,15.9,,,7840,,7.08,,,,,,,,0,,,,,,,0,,,,,,,0,2458.16,,0,6.73,712,1207.64,0,,,,,,0,,,,,,,0,69.34,0,11.67,25.14,,,,,106.15,,,,0
201611231030_GW15_DinyahDeepBerthong,13,1,23/11/2016 10:30,1,1,16.2,,,5127,,6.78,,,,,,,,0,,,,,,,0,,,,,,,0,1114.66,,0,3.85,615,824.25,0,,,,,,0,,,,,,,0,31.44,0,10.08,17.16,,,,,58.68,,,,0
201611231150_GW21_DinyahHopes7Deep,19,1,23/11/2016 11:50,1,1,17.1,2.9,0.26,4078,3452,6.75,,,,,,,,0,,,,,,,0,,,,,,,0,1037.03,,0.41,2.76,703,180.52,,621.53,176.61,91.24,1.26,71.5,0,,,,,,,0,29.25,0.01,11.52,3.76,27.03,8.81,7.51,0.03,44.54,43.38,-1,,0
201611231315_GW23_DinyahLaneway,21,1,23/11/2016 13:15,1,1,15.9,5.8,0.53,565,457,6.57,,,,,,,,0,,,,,,,0,,,,,,,0,110.79,,6.91,0.28,188,10.1,0,25.69,48.58,21.5,8.6,5.32,0,,,,,,,0,3.13,0.11,3.08,0.21,1.12,2.42,1.77,0.22,6.53,5.53,-8,,0
201611231400_GW24_DinyahCloseToHouse,22,1,23/11/2016 14:00,1,1,15.3,4.4,0.42,4233,3455,6.46,,,,,,,,0,,,,,,,0,,,,,,,0,1506.07,,2.83,2.31,312,198.97,0,75.98,609.48,110.54,24.79,70.68,0,,,,,,,0,42.48,0.05,5.11,4.14,3.29,30.41,9.1,0.6,51.78,43.44,-9,,0
201611231445_GW10_GlenarchyMiddleArtesian,8,1,23/11/2016 14:45,1,1,17.7,9.1,0.81,3535,3132,7,,,,,,,muddy,0,,,,,,,0,,,,,,,0,681.99,,1.48,1.29,671,118.44,0,436.96,116.29,137.72,2.02,49.24,0,,,,,,,0,19.24,0.02,11,2.47,19.01,5.8,11.33,0.05,32.73,36.19,5,,0
201611231500_GW11_GlenarchyCreekShallow,9,1,23/11/2016 15:00,1,1,15.2,,,2993,,6.85,,,,,,,,0,,,,,,,0,,,,,,,0,586.6,,2.74,1.19,605,123.98,0,,,,,,0,,,,,,,0,16.55,0.04,9.92,2.58,,,,,29.1,,,,0
201611231510_SW11_Glenarchy,34,2,23/11/2016 15:10,1,1,20.8,58.2,4.96,1637,1502,7.98,,,,,,,Muddy,0,,,,,,,0,,,,,,,0,,,,,461,,,189.14,70.31,72.97,8.93,14.6,0,,,,,,,0,,,7.56,,8.23,3.51,6,0.23,7.56,17.97,41,,0
201611231515_GW11_GlenarchyCreekShallow,9,1,23/11/2016 15:15,1,1,15.2,2.4,0.21,2993,2410,6.85,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,605,,,326.09,117.32,114.98,3.53,46.46,0,,,,,,,0,,,9.92,,14.18,5.85,9.46,0.09,9.92,29.58,50,,0
201611231600_GW18_DaiseyvaleDeep,16,1,23/11/2016 16:00,1,1,14.8,6.6,0.36,2406,1779,7.16,,,,,,,slightly muddy,0,,,,,,,0,,,,,,,0,430.53,,0.65,0.94,551,136.78,0,121.67,204.91,110.86,0.89,47.19,0,,,,,,,0,12.14,0.01,9.03,2.85,5.29,10.23,9.12,0.02,24.03,24.66,1,,0
201611231615_GW19_MunroeDeep,17,1,23/11/2016 16:15,1,1,17.1,5.1,0.41,1936,1642,7.06,,,,,,,,0,,,,,,,0,,,,,,,0,465.48,,1.02,1.17,522,186.17,0,208.15,189.22,108.39,4.9,61.45,0,,,,,,,0,13.13,0.02,8.56,3.88,9.05,9.44,8.92,0.13,25.6,27.54,4,,0
201611231615_GW20_MunroeShallow,18,1,23/11/2016 16:15,1,1,13.9,6.4,0.61,2579,2039,7.1,,,,,,,,0,,,,,,,0,,,,,,,0,506.55,,0.81,1.11,561,180.57,0,196.4,196.32,113.1,5.03,67.26,0,,,,,,,0,14.29,0.01,9.19,3.76,8.54,9.8,9.31,0.13,27.25,27.78,1,,0
201611231630_GW12_GlenarchyFarField,10,1,23/11/2016 16:30,1,1,16.9,19.4,1.78,4612,3907,6.99,,,,,,,slightly muddy sample,0,,,,,,,0,,,,,,,0,1180,,2.18,2.51,708,209.89,0,666.7,130.54,174.43,3.67,83.53,0,,,,,,,0,33.29,0.04,11.6,4.37,29,6.51,14.35,0.09,49.33,49.95,1,,0
201611231700_GW22_DinyahHopes7Shallow,20,1,23/11/2016 17:00,1,1,15.1,52.2,4.78,8135,6605,7.27,,,,,,,,0,,,,,,,0,,,,,,,0,2714.6,,0.14,8.09,656,422.77,0,1309.37,239.95,219.63,1.42,146.5,0,,,,,,,0,76.58,0,10.75,8.8,56.95,11.97,18.07,0.04,96.13,87.03,-5,,0
201611231723_SW36_NashsLane,59,2,23/11/2016 17:23,1,1,22.1,65.8,5.54,1182,1115,8.04,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,278,,,90.42,73.97,51.16,8.42,24.89,0,,,,,,,0,,,4.56,,3.93,3.69,4.21,0.22,4.56,12.05,45,,0
201703180000_SW01_Coolac,24,2,18/03/2017 0:00,3,3,,,,,2200,7.9,,,,,,,,0,,,,,,,0,4.635,,,22.09,1845.2,1735.2,0,341,0,0.44,1.25,603,15,0.18,130,73,130,5,,0,,,,,,,0,9.62,0.01,9.88,0.31,5.65,3.64,10.7,0.13,19.82,20.12,0.99,,0
201703180000_SW02_HoarseLane,25,2,18/03/2017 0:00,3,3,,,,,1470,8.1,,,,,,,,0,,,,,,,0,,,,,,,0,183,0.09,5.22,0.55,540,26,0.06,65,41,128,2,,0,,,,,,,0,5.16,0.08,8.85,0.54,2.83,2.05,10.53,0.05,14.63,15.46,3,,0
201703180000_SW03_Cootamundry,26,2,18/03/2017 0:00,3,3,17.7,,,,1713,7.7,,,,,,,,0,,,,,,,0,,,,,,,0,424,0,0,1.42,216,10,0.04,174,79,46,10,,0,,,,,,,0,11.96,0,3.54,0.21,7.57,3.94,3.79,0.26,15.71,15.56,0,,0
201703180000_SW09_Bongongolong,32,2,18/03/2017 0:00,3,3,22.1,,,,952,7.55,,,240,,,,,0,,,,,,,0,,,,,,,0,122,0.09,1.24,0.43,261,11,0,61,41,44,4,,0,,,,,,,0,3.44,0.02,4.28,0.23,2.65,2.05,3.62,0.1,7.97,8.42,3,,0
201703180000_SW11_Glenarchy,34,2,18/03/2017 0:00,3,3,17.6,,,,3200,6.72,,,,,,,,0,,,,,,,0,,,,,,,0,990,0,0,3.4,615,127,0,548,114,143,9,,0,,,,,,,0,27.93,0,10.08,2.64,23.84,5.69,11.77,0.23,40.65,41.53,0.98,,0
201703180000_SW13_Wambidgee,36,2,18/03/2017 0:00,3,3,21,,,,3500,7.7,,,,,,,,0,,,,,,,0,,,,,,,0,728,0,0.04,4.8,640,30,0.04,322,144,127,9,,0,,,,,,,0,20.54,0,10.49,0.62,14.01,7.19,10.45,0.23,31.65,31.88,0,,0
201703180000_SW15_MuttamaCreek,38,2,18/03/2017 0:00,3,3,21.5,,,,3325,7.6,,,,,,,,0,,,,,,,0,,,,,,,0,675,0,0.04,2.75,607,50,0.29,296,151,122,7,,0,,,,,,,0,19.04,0,9.95,1.04,12.88,7.54,10.04,0.18,30.03,30.64,0.98,,0
201703180000_SW16_BrawlinRoadCreek,39,2,18/03/2017 0:00,3,3,20.1,,,,3000,7.8,,,,,,,,0,,,,,,,0,,,,,,,0,563,0,0,2.38,605,138,0.32,300,142,107,9,,0,,,,,,,0,15.88,0,9.92,2.87,13.05,7.09,8.8,0.23,28.67,29.17,0.98,,0
201703180000_SW18_Tarkarella,41,2,18/03/2017 0:00,3,3,21,,,,1998,7.8,,,,,,,,0,,,,,,,0,,,,,,,0,201,0.17,4.15,0.54,325,54,0,152,31,60,4,,0,,,,,,,0,5.67,0.07,5.33,1.12,6.61,1.55,4.94,0.1,12.2,13.2,4,,0
201703180000_SW22_ArmoursLane,45,2,18/03/2017 0:00,3,3,21.7,,,,2050,7.9,,,500,,,,,0,,,,,,,0,,,,,,,0,339,0.09,3.76,1.25,583,23,0.1,129,71,131,4,,0,,,,,,,0,9.56,0.06,9.55,0.48,5.61,3.54,10.78,0.1,19.65,20.03,0.98,,0
201703180000_SW28_CullingaCreekEast,51,2,18/03/2017 0:00,3,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,430,0,0.22,1.54,404,74,0,145,76,114,5,,0,,,,,,,0,12.13,0,6.62,1.54,6.31,3.79,9.38,0.13,20.29,19.61,-2,,0
201703180000_SW36_NashsLane,59,2,18/03/2017 0:00,3,3,20.1,,,,2700,7.5,,,,,,,,0,,,,,,,0,,,,,,,0,307,0,0.09,1.42,582,484,0.65,244,179,119,3,,0,,,,,,,0,8.66,0,9.54,10.08,10.61,8.93,9.79,0.08,28.28,29.41,2,,0
201705291150_SW01_Coolac,24,2,29/05/2017 11:50,1,1,12.1,92.5,9.65,1161,870,7.97,-26.6,,,,,,ORP kept increasing. Went to +31,0,,,,,,,0,20.363,,,10.93,1656.2,1187.7,0,,,,,520,,,179.55,81.26,110.24,8.24,23.55,0,,,,,,,0,,,8.52,,7.81,4.06,9.07,0.21,8.52,21.15,43,,0
201705291228_GW03_Coolac,1,1,29/05/2017 12:28,1,1,18.3,-2.3,,1716,1477,8.01,-102.8,,,,,,,0,,,,,,,0,,,,,,,0,,,,,688,,,150.9,89.35,167.32,1.02,14.31,0,,,,,,,0,,,11.28,,6.56,4.46,13.77,0.03,11.28,24.82,38,,0
201705291247_SW02_HoarseLane,25,2,29/05/2017 12:47,1,1,13.4,112.4,11.41,1416,1100,8.44,52.5,,,,,,,0,,,,,,,0,,,,,,,0,,,,,608,,,68.13,37.5,152.05,3.03,7.34,0,,,,,,,0,,,9.96,,2.96,1.87,12.51,0.08,9.96,17.42,27,,0
201705291417_GW08_WavehillAnimallHospital,6,1,29/05/2017 14:17,1,1,16.8,8.4,0.77,2389,2016,6.86,124.6,,,,,,Changed name to hospital,0,,,,,,,0,,,,,,,0,,,,,705,,,192.4,130.23,131.18,2.97,25.35,0,,,,,,,0,,,11.55,,8.37,6.5,10.79,0.08,11.55,25.74,38,,0
201705291431_GW09_WavehillWindmill,7,1,29/05/2017 14:31,1,1,18,2.9,0.26,1635,1426,7.18,116.3,,,,,,Changed name to 201705GW09.    Single duplicate obtained. No label on containers.,0,,,,,,,0,,,,,,,0,,,,,337,,,177.92,81.75,58.58,2.78,10.48,0,,,,,,,0,,,5.52,,7.74,4.08,4.82,0.07,5.52,16.71,50,,0
201705291457_SW15_MuttamaCreek,38,2,29/05/2017 14:57,1,1,10.3,51.7,5.67,1900,1365,7.62,108.8,,,,,,,0,,,,,,,0,,,,,,,0,,,,,368,,,186,95.74,76.07,8.51,41.4,0,,,,,,,0,,,6.03,,8.09,4.78,6.26,0.22,6.03,19.35,52,,0
201705300845_GW05_FairviewField,3,1,30/05/2017 8:45,1,1,16,6,0.6,5550,4577,6.88,-56.5,,,,,,,0,,,,,,,0,,,,,,,0,,,,,622,,,727.02,246.54,159.57,3.19,27.65,0,,,,,,,0,,,10.19,,31.62,12.3,13.13,0.08,10.19,57.13,70,,0
201705300900_GW04_FairviewRoad,2,1,30/05/2017 9:00,1,1,16.4,44.6,4.23,3524,2943,7.03,-64.4,,,,,,,0,,,,,,,0,,,,,,,0,,,,,305,,,218.12,311.67,150.98,7.87,18.9,0,,,,,,,0,,,5,,9.49,15.55,12.42,0.16,5,37.66,77,,0
201705300921_GW07_BrawlinFarFence,5,1,30/05/2017 9:21,1,1,18.2,-3.2,,12067,10562,6.6,-328.1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,517,,,402.08,234.06,218.68,11.25,69.25,0,,,,,,,0,,,8.47,,17.49,11.68,17.99,0.29,8.47,47.45,70,,0
201705300936_GW06_BrawlinRoad,4,1,30/05/2017 9:36,1,1,18.4,4.6,0.41,7165,6265,6.45,-183.9,,,,,,,0,,,,,,,0,,,,,,,0,,,,,676,,,444.12,516.84,325.55,5.82,3.74,0,,,,,,,0,,,11.08,,19.32,25.79,26.79,0.15,11.08,72.05,73,,0
201705300952_GW25_BrawlinSpringsInPlantation,23,1,30/05/2017 9:52,1,1,16.6,12.8,1.16,9930,8352,6.75,-156.3,,,,,,Well 16.40m deep.  3PV 76.2818L    End depth: 12.62,0,,,,,,,0,,,,,,,0,,,,,776,,,1465.18,384.23,277.18,7.09,141.16,0,,,,,,,0,,,12.72,,63.73,19.17,22.81,0.18,12.72,105.89,79,,0
201705301111_GW13_AmarooDeep,11,1,30/05/2017 11:11,1,1,16.2,-2.2,,5982,4976,6.69,-129.9,,,,,,Logger broken. Put in level logger from shallow well,0,,,,,,,0,,,,,,,0,,,,,383,,,892.9,147.88,169.91,3.1,48.69,0,,,,,,,0,,,6.28,,38.84,7.38,13.98,0.08,6.28,60.28,81,,0
201705301313_GW17_DaiseyvaleShallow,15,1,30/05/2017 13:13,1,1,14.7,4.9,0.47,2301,1843,7.1,-134.4,,,,,,,0,,,,,,,0,,,,,,,0,,,,,644,,,202.03,200.37,112.16,4.59,59.15,0,,,,,,,0,,,10.55,,8.79,10,9.23,0.12,10.55,28.14,45,,0
201705301316_GW18_DaiseyvaleDeep,16,1,30/05/2017 13:16,1,1,15.9,2.8,0.27,2176,1799,7.16,-128.9,,,,,,,0,,,,,,,0,,,,,,,0,,,,,564,,,125.25,201.56,114.28,1.29,47.44,0,,,,,,,0,,,9.24,,5.45,10.06,9.4,0.03,9.24,24.94,46,,0
201705301344_GW20_MunroeShallow,18,1,30/05/2017 13:44,1,1,13.2,5.8,0.58,2801,2163,7.31,-111,,,,,,,0,,,,,,,0,,,,,,,0,,,,,547,,,217.78,204.94,125.62,5.12,76.64,0,,,,,,,0,,,8.96,,9.47,10.23,10.34,0.1,8.96,30.17,54,,0
201705301348_GW19_MunroeDeep,17,1,30/05/2017 13:48,1,1,16.8,28.6,2.62,2439,2054,7.08,-107.7,,,,,,,0,,,,,,,0,,,,,,,0,,,,,525,,,209.64,179.47,105.8,4.94,62.88,0,,,,,,,0,,,8.6,,9.12,8.96,8.71,0.13,8.6,26.92,52,,0
201705301419_SW06_Jindalee,29,2,30/05/2017 14:19,1,1,8.3,97.5,11.02,2119,1438,8.31,-126.5,,,,,,,0,,,,,,,0,,,,,,,0,,,,,500,,,129.06,147.84,121,8.59,33.87,0,,,,,,,0,,,8.19,,5.61,7.38,9.96,0.22,8.19,23.17,48,,0
201705301513_GW21_DinyahHopes7Deep,19,1,30/05/2017 15:13,1,1,15.5,70.7,6.7,4054,3317,7.49,-118.3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,727,,,608.69,176.18,90.15,1.14,71,0,,,,,,,0,,,11.91,,26.48,8.79,7.42,0.03,11.91,42.72,56,,0
201705301556_GW23_DinyahLaneway,21,1,30/05/2017 15:56,1,1,17.9,-1.4,,586,506,7.25,-67.6,,,,,,,0,,,,,,,0,,,,,,,0,,,,,122,,,45.59,54.35,27.66,9.5,7.34,0,,,,,,,0,,,2,,1.98,2.71,2.28,0.24,2,7.21,57,,0
201705301619_GW24_DinyahCloseToHouse,22,1,30/05/2017 16:19,1,1,16.7,-1.6,,4800,4059,6.4,-70.6,,,,,,,0,,,,,,,0,,,,,,,0,,,,,281,,,91.56,727.56,141.98,27.55,114.48,0,,,,,,,0,,,4.61,,3.98,36.31,11.68,0.68,4.61,52.67,84,,0
201705310710_GW14_DinyahShallowBerthong,12,1,31/05/2017 7:10,1,1,17.9,17.9,1.62,7631,6658,6.77,-38,,,,,,,0,,,,,,,0,,,,,,,0,,,,,691,,,918.62,738.85,293.16,11.92,525.61,0,,,,,,,0,,,11.32,,39.96,36.87,24.12,0.3,11.32,101.25,80,,0
201705310715_GW15_DinyahDeepBerthong,13,1,31/05/2017 7:15,1,1,17.6,31.1,2.83,4984,4270,6.95,-21.7,,,,,,,0,,,,,,,0,,,,,,,0,,,,,669,,,409.44,426.91,235.89,4.36,260.36,0,,,,,,,0,,,10.96,,17.81,21.3,19.41,0.11,10.96,58.63,69,,0
201705310731_SW04_Berthong,27,2,31/05/2017 7:31,1,1,8.2,45,4.95,4354,2955,8.03,-52.8,,,,,,No water upstream.,0,,,,,,,0,,,,,,,0,,,,,512,,,576.94,120.39,154.92,26.57,99.72,0,,,,,,,0,,,8.39,,25.1,6.01,12.75,0.68,8.39,44.54,68,,0
201705310759_GW22_DinyahHopes7Shallow,20,1,31/05/2017 7:59,1,1,16.6,7.7,0.71,8285,6909,6.93,-0.9,,,,,,Slightly muddy. Red colour.,0,,,,,,,0,,,,,,,0,,,,,788,,,1314.2,244.83,210.77,1.13,145.41,0,,,,,,,0,,,12.91,,57.16,12.22,17.34,0.03,12.91,86.75,74,,0
201705310921_GW10_GlenarchyMiddleArtesian,8,1,31/05/2017 9:21,1,1,17.5,15,1.38,3399,2912,7.17,-48.3,,,,,,Slightly muddy,0,,,,,,,0,,,,,,,0,,,,,849,,,450.14,111.39,132.19,1.91,47.28,0,,,,,,,0,,,13.91,,19.58,5.56,10.88,0.05,13.91,36.07,44,,0
201705310947_GW11_GlenarchyCreekShallow,9,1,31/05/2017 9:47,1,1,16.8,2.4,0.22,2792,2351,6.99,-55.9,,,,,,,0,,,,,,,0,,,,,,,0,,,,,666,,,327.18,109.64,106.78,3.82,44.03,0,,,,,,,0,,,10.92,,14.23,5.47,8.79,0.07,10.92,28.59,45,,0
201705311029_GW12_GlenarchyFarField,10,1,31/05/2017 10:29,1,1,16.9,12.2,1.12,4579,3875,7.07,-67.6,,,,,,New cable length 4.62m.,0,,,,,,,0,,,,,,,0,,,,,752,,,648.59,128.4,172.76,6.24,76.47,0,,,,,,,0,,,12.32,,28.21,6.41,14.22,0.16,12.32,49,60,,0
201709251440_SW01_Coolac,24,2,25/09/2017 14:40,3,2,,,,,,,,,,,,,,0,,,,,,,0,13.745,,,14.06,1787.2,1393.4,0,356,0,0.18,1.26,583.16,75,0.21,156,90,113,5,,0,,,,,,,0,10.04,0,9.56,1.56,6.79,4.49,9.3,0.13,21.16,20.71,-1,,0
201709251600_SW02_HoarseLane,25,2,25/09/2017 16:00,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,157,0.03,7.25,0.47,651.48,19,0,63,38,129,2,,0,,,,,,,0,4.43,0.12,10.68,0.4,2.74,1.9,10.62,0.05,15.63,15.31,-1,,0
201709251600_SW06_Jindalee,29,2,25/09/2017 16:00,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,353,0,0,1.14,529.48,88,0,104,137,95,4,,0,,,,,,,0,9.96,0,8.68,1.83,4.52,6.84,7.82,0.1,20.47,19.28,-3,,0
201709260000_SW15_MuttamaCreek,38,2,26/09/2017 0:00,3,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,519,0,0.04,2.11,557.54,172,0.26,226,138,102,6,,0,,,,,,,0,14.64,0,9.14,3.58,9.83,6.89,8.39,0.15,27.4,25.26,-4,,0
201709260000_SW18_Tarkarella,41,2,26/09/2017 0:00,3,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,113,0,0.44,0.35,317.2,45,0,118,19,35,3,,0,,,,,,,0,3.19,0.01,5.2,0.94,5.13,0.95,2.88,0.08,9.34,9.04,-2,,0
201709260915_SW22_ArmoursLane,45,2,26/09/2017 9:15,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,370,0,2.21,1.31,592.92,82,0.24,167,107,117,5,,0,,,,,,,0,10.44,0.04,9.72,1.71,7.26,5.34,9.63,0.13,21.91,22.36,0.98,,0
201709261000_SW09_Bongongolong,32,2,26/09/2017 10:00,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,170,0,0,0.63,433.1,12,0.22,74,56,67,3,,0,,,,,,,0,4.8,0,7.1,0.25,3.22,2.79,5.51,0.08,12.15,11.6,-2,,0
201709261145_SW14_FairviewCreek,37,2,26/09/2017 11:45,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,867,0.1,0,3.64,717.36,180,0.27,372,116,214,5,,0,,,,,,,0,24.46,0,11.76,3.75,16.18,5.79,17.61,0.13,39.97,39.71,0,,0
201709261210_SW08_SheepStation,31,2,26/09/2017 12:10,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,1110,0,0.09,5.13,578.28,86,0,420,345,133,12,,0,,,,,,,0,31.31,0,9.48,1.79,18.27,17.22,10.94,0.31,42.58,46.74,5,,0
201709261445_SW29_CullingaCreekMain,52,2,26/09/2017 14:45,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,440,0.07,0,1.62,448.96,78,0,163,89,130,5,,0,,,,,,,0,12.41,0,7.36,1.62,7.09,4.44,10.7,0.13,21.39,22.36,2,,0
201709270900_SW36_NashsLane,59,2,27/09/2017 9:00,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,547,0,0.49,2.17,470.92,321,0.23,227,178,129,7,,0,,,,,,,0,15.43,0.01,7.72,6.68,9.87,8.88,10.62,0.18,29.84,29.55,0,,0
201709271000_SW03_Cootamundry,26,2,27/09/2017 10:00,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,375,0.07,1.81,1.33,596.58,78,0.19,164,104,116,5,,0,,,,,,,0,10.58,0.03,9.78,1.62,7.13,5.19,9.55,0.13,22.01,22,0,,0
201709271000_SW35_BradmanOval,58,2,27/09/2017 10:00,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,628,0,0,2.41,348.92,153,0.26,175,157,128,8,,0,,,,,,,0,17.72,0,5.72,3.19,7.61,7.83,10.53,0.2,26.63,26.17,-1,,0
201709271130_SW04_Berthong,27,2,27/09/2017 11:30,3,2,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,991,0,0,3.67,431.88,255,0.13,546,120,156,13,,0,,,,,,,0,27.95,0,7.08,5.31,23.75,5.99,12.84,0.33,40.34,42.91,3,,0
201709290000_SW16_BrawlinRoadCreek,39,2,29/09/2017 0:00,3,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,456,0,0.27,1.66,500.2,280,0.17,245,165,112,9,,0,,,,,,,0,12.86,0,8.2,5.83,10.66,8.23,9.22,0.23,26.89,28.34,3,,0
201801291210_SW01_Coolac,24,2,29/01/2018 12:10,1,1,27.7,78.3,6.12,2114.8,2224.8,8.18,167.7,,,,,,,0,,,,,,,0,3.382,,,26.962,2134.3,2216.5,0,,,,,537,,,171.96,92.18,180.5,6.21,6.56,0,,,,,,,0,,,8.8,,7.48,4.6,14.85,0.16,8.8,27.09,51,,0
201801291307_SW09_Bongongolong,32,2,29/01/2018 13:07,1,1,27.8,68.4,5.36,1007.2,1062.1,7.86,211.1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,98,,,34.85,17.04,75.58,2.4,3.03,0,,,,,,,0,,,1.61,,1.52,0.85,6.22,0.06,1.61,8.65,69,,0
201801291337_SW22_ArmoursLane,45,2,29/01/2018 13:37,1,1,27.6,77.4,6.07,2070.3,2172.6,8.11,188.7,,,,,,,0,,,,,,,0,,,,,,,0,,,,,705,,,31.69,15.54,63.26,2.07,2.91,0,,,,,,,0,,,11.55,,1.38,0.78,5.21,0.05,11.55,7.42,-22,,0
201801291401_GW03_Coolac,1,1,29/01/2018 14:01,1,1,,,,,1880,7.1,,,,,,,Lab pH and EC measurements  pH temp: 17.2  EC temp: 18.9,0,,,,,,,0,,,,,,,0,,,,,805,,,160.5,89.78,171.15,1.06,15.47,0,,,,,,,0,,,13.19,,6.98,4.48,14.08,0.03,13.19,25.57,32,,0
201801291519_SW02_HoarseLane,25,2,29/01/2018 15:19,1,1,32.9,135.1,9.69,1226.2,1410.9,8.78,136.1,,,,,,,0,,,,,,,0,,,,,,,0,,,,,588,,,133.38,63.87,84.35,6.9,4.6,0,,,,,,,0,,,9.64,,5.8,3.19,6.94,0.18,9.64,16.11,25,,0
201801291531_GW08_WavehillAnimallHospital,6,1,29/01/2018 15:31,1,1,,,,,2030,7.07,,,,,,,Not sure about first alkalinity.    Lab pH and EC measurements  pH temp: 18.2  EC temp: 19.1,0,,,,,,,0,,,,,,,0,,,,,634,,,205.86,137.81,134.22,3.53,24.73,0,,,,,,,0,,,10.39,,8.95,6.88,11.04,0.09,10.39,26.96,44,,0
201801291546_GW09_WavehillWindmill,7,1,29/01/2018 15:46,1,1,,,,,1610,7.32,,,,,,,Lab pH and EC measurements  pH temp: 18.3  EC temp: 19.4,0,,,,,,,0,,,,,,,0,,,,,376,,,207.12,87.4,67.08,2.54,10.81,0,,,,,,,0,,,6.16,,9.01,4.36,5.52,0.06,6.16,18.95,51,,0
201801291600_SW13_Wambidgee,36,2,29/01/2018 16:00,1,1,26.2,59.6,4.78,2520.5,2582.5,7.9,193.3,,,,,,,0,,,,,,,0,,,,,,,0,,,,,608,,,28.53,14.52,59.84,1.99,2.57,0,,,,,,,0,,,9.96,,1.24,0.72,4.92,0.05,9.96,6.93,-18,,0
201801300854_GW05_FairviewField,3,1,30/01/2018 8:54,1,1,21.4,43.3,3.77,5282.8,4922.1,6.93,117.5,,,,,,,0,,,,,,,0,,,,,,,0,,,,,813,,,698.35,238.02,169.72,3.86,30.07,0,,,,,,,0,,,13.32,,30.38,11.88,13.97,0.09,13.32,56.33,62,,0
